Periodo,Entidad de Residencia,Defunciones por EPOC,Poblacion Total,Tasa de Mortalidad por EPOC
2013,Michoacán de Ocampo,1257,4529914,27.74887117
2013,Morelos,411,1874188,21.92949693
2013,Nayarit,253,1178403,21.46973489
2013,Nuevo León,773,4941059,15.64441955
2013,Oaxaca,695,3959042,17.55475188
2013,Puebla,1277,6067607,21.04618839
2013,Querétaro de Arteaga,316,1943889,16.25607223
2013,Quintana Roo,116,1484960,7.811658226
2013,San Luis Potosí,737,2702145,27.27462812
2013,Sinaloa,602,2932313,20.5298684
2013,Sonora,536,2851462,18.79737482
2013,Tabasco,403,2334493,17.26284894
2013,Tamaulipas,557,3461336,16.09205232
2013,Tlaxcala,258,1242734,20.76067767
2013,Veracruz Llave,1970,7923198,24.86369771
2013,Yucatán,356,2064151,17.24680026
2013,Zacatecas,492,1550179,31.73827023
2013,Nacional,24051,118395053,20.31419336
