Periodo,Entidad de Residencia,Defunciones por Neoplasias Malignas,Poblacion Total,Tasa de Mortalidad por Neoplasias Malignas
2003,Oaxaca,2095,3715944,56.37867524
2003,Puebla,2616,5428158,48.19314397
2003,Querétaro de Arteaga,699,1636560,42.71154128
2003,Quintana Roo,320,1054642,30.34204972
2003,San Luis Potosí,1410,2445009,57.66849938
2003,Sinaloa,1762,2633143,66.91622901
2003,Sonora,1670,2416527,69.10744221
2003,Tabasco,1007,2062700,48.81950841
2003,Tamaulipas,1771,2968581,59.65813296
2003,Tlaxcala,480,1063593,45.13004505
2003,Veracruz Llave,4647,7333249,63.36891056
2003,Yucatán,1055,1797323,58.69840869
2003,Zacatecas,945,1431569,66.01148809
2003,Nacional,59873,104719891,57.17442926
2004,Aguascalientes,619,1079814,57.3246874
2004,Baja California,1532,2845936,53.83114729
2004,Baja California Sur,325,529124,61.42227531
2004,Campeche,413,754622,54.72938769
2004,Coahuila de Zaragoza,1522,2550208,59.68140638
2004,Colima,421,584151,72.07040645
2004,Chiapas,2104,4476586,47.00010231
2004,Chihuahua,2040,3218865,63.37637646
2004,Distrito Federal,6764,8982860,75.29895824
2004,Durango,837,1551703,53.94073479
2004,Guanajuato,2561,5282560,48.48028229
2004,Guerrero,1424,3291452,43.26358094
2004,Hidalgo,1297,2480424,52.28944729
2004,Jalisco,4413,6823155,64.67682472
2004,México,6378,13978080,45.62858418
2004,Michoacán de Ocampo,2579,4220890,61.10085788
2004,Morelos,1058,1663867,63.58681313
2004,Nayarit,704,982991,71.61815317
2004,Nuevo León,2673,4254706,62.82455239
2004,Oaxaca,2106,3738874,56.32711881
2004,Puebla,2712,5493482,49.367596
2004,Querétaro de Arteaga,723,1666361,43.38795735
2004,Quintana Roo,367,1094787,33.52250255
2004,San Luis Potosí,1560,2460435,63.40342257
2004,Sinaloa,1819,2660125,68.38024529
2004,Sonora,1773,2460302,72.06432381
2004,Tabasco,1068,2092064,51.05006348
2004,Tamaulipas,1877,3022458,62.1017728
2004,Tlaxcala,510,1082473,47.11433911
2004,Veracruz Llave,4922,7372393,66.76258306
2004,Yucatán,1081,1823186,59.29181115
2004,Zacatecas,938,1432635,65.47375989
2004,Nacional,61120,105951569,57.68673421
2005,Aguascalientes,626,1096736,57.07845826
2005,Baja California,1614,2912674,55.4129985
2005,Baja California Sur,337,546776,61.63401466
2005,Campeche,414,768097,53.89944239
2005,Coahuila de Zaragoza,1687,2587518,65.19761408
2005,Colima,389,593827,65.50729421
2005,Chiapas,2086,4549034,45.8558894
2005,Chihuahua,2145,3270309,65.59013231
2005,Distrito Federal,6759,8980415,75.26378235
2005,Durango,974,1566228,62.1876253
2005,Guanajuato,2642,5307620,49.77748972
2005,Guerrero,1452,3306347,43.91553579
2005,Hidalgo,1389,2504490,55.46039313
2005,Jalisco,4612,6903508,66.80661484
2005,México,6711,14233514,47.14928443
2005,Michoacán de Ocampo,2613,4233917,61.71590043
2005,Morelos,1061,1681965,63.08097969
2005,Nayarit,721,997581,72.27483282
2005,Nuevo León,2851,4330486,65.83556672
2005,Oaxaca,2262,3749560,60.32707838
2005,Puebla,2798,5545664,50.45383204
2005,Querétaro de Arteaga,828,1692334,48.92651214
2005,Quintana Roo,379,1134284,33.41314874
2005,San Luis Potosí,1445,2477675,58.32080479
2005,Sinaloa,1820,2689158,67.6791769
2005,Sonora,1851,2501653,73.9910771
2005,Tabasco,1113,2120331,52.49180435
2005,Tamaulipas,1924,3075303,62.56294095
2005,Tlaxcala,482,1098660,43.87162543
2005,Veracruz Llave,4952,7409930,66.8292413
2005,Yucatán,1157,1848087,62.60527778
2005,Zacatecas,887,1437330,61.7116459
2005,Nacional,62981,107151011,58.77779352
2006,Aguascalientes,632,1114099,56.7274542
2006,Baja California,1544,2977440,51.85662851
2006,Baja California Sur,359,565024,63.53712409
2006,Campeche,393,781620,50.2801873
2006,Coahuila de Zaragoza,1729,2625332,65.85833716
2006,Colima,391,605061,64.62158361
2006,Chiapas,2232,4616199,48.35146838
2006,Chihuahua,2270,3322439,68.32330104
2006,Distrito Federal,6867,8977954,76.48736004
2006,Durango,934,1585478,58.90967897
2006,Guanajuato,2632,5333508,49.34838384
2006,Guerrero,1476,3325479,44.38458339
2006,Hidalgo,1367,2531941,53.99019961
2006,Jalisco,4683,7000916,66.8912468
2006,México,6848,14497023,47.23728451
2006,Michoacán de Ocampo,2593,4258725,60.88676775
2006,Morelos,1060,1704544,62.18671973
2006,Nayarit,748,1015912,73.62842451
2006,Nuevo León,2831,4408836,64.2119598
2006,Oaxaca,2192,3753744,58.39503173
2006,Puebla,2941,5590760,52.60465482
2006,Querétaro de Arteaga,864,1716842,50.3249571
2006,Quintana Roo,347,1174644,29.54086515
2006,San Luis Potosí,1456,2499894,58.24246948
2006,Sinaloa,1767,2721660,64.9236128
2006,Sonora,1833,2542078,72.10636338
2006,Tabasco,1106,2147091,51.5115568
2006,Tamaulipas,2081,3129386,66.49866779
2006,Tlaxcala,535,1113144,48.06206564
2006,Veracruz Llave,5001,7451476,67.11422006
2006,Yucatán,1144,1872573,61.09241135
2006,Zacatecas,921,1448005,63.60475275
2006,Nacional,63777,108408827,58.83008032
2007,Aguascalientes,595,1133032,52.51396254
2007,Baja California,1726,3041783,56.74303525
2007,Baja California Sur,360,584639,61.57646
2007,Campeche,426,795450,53.55459174
2007,Coahuila de Zaragoza,1763,2664019,66.17820669
2007,Colima,412,617146,66.75891928
2007,Chiapas,2363,4688014,50.40513958
2007,Chihuahua,2223,3376544,65.83654767
2007,Distrito Federal,6865,8973450,76.50346299
2007,Durango,983,1605415,61.23027379
2007,Guanajuato,2686,5377044,49.95309691
2007,Guerrero,1567,3349840,46.77835359
2007,Hidalgo,1428,2565231,55.66750129
2007,Jalisco,4679,7101648,65.88611545
2007,México,7124,14765300,48.24825774
2007,Michoacán de Ocampo,2646,4290259,61.6745982
2007,Morelos,1137,1727522,65.81681738
2007,Nayarit,685,1035898,66.12620161
2007,Nuevo León,2954,4487206,65.83161103
2007,Oaxaca,2232,3773572,59.14820229
2007,Puebla,2900,5651042,51.31796932
2007,Querétaro de Arteaga,859,1746996,49.17011831
2007,Quintana Roo,386,1218194,31.6862503
2007,San Luis Potosí,1557,2525095,61.66104642
2007,Sinaloa,1705,2753754,61.91547974
2007,Sonora,1807,2586060,69.87463555
2007,Tabasco,1074,2174464,49.39148222
2007,Tamaulipas,2109,3184546,66.22608058
2007,Tlaxcala,584,1130405,51.66289958
2007,Veracruz Llave,5013,7505280,66.79297774
2007,Yucatán,1218,1898633,64.15141842
2007,Zacatecas,899,1459907,61.57926498
2007,Nacional,64965,109787388,59.17346353
2008,Aguascalientes,666,1154011,57.71175491
2008,Baja California,1784,3105709,57.44260006
2008,Baja California Sur,401,605343,66.24343554
2008,Campeche,436,809636,53.85136036
2008,Coahuila de Zaragoza,1770,2703905,65.46087973
2008,Colima,408,630606,64.69966984
2008,Chiapas,2358,4762080,49.5161778
2008,Chihuahua,2353,3431517,68.57025625
2008,Distrito Federal,7188,8969421,80.13895211
2008,Durango,1035,1628321,63.56240569
2008,Guanajuato,2788,5437620,51.27243169
2008,Guerrero,1676,3380933,49.57211515
2008,Hidalgo,1539,2605175,59.07472627
2008,Jalisco,4858,7213583,67.34517368
2008,México,7145,15040385,47.50543287
2008,Michoacán de Ocampo,2630,4333681,60.68743869
2008,Morelos,1115,1753157,63.59955212
2008,Nayarit,727,1058677,68.67061436
